query_id,product_id,rank,score,grade
0,7465,1,0.03125763311982155,2.0
0,25431,2,0.030886195600032806,2.0
0,42929,3,0.02967032976448536,2.0
0,39429,4,0.02812499925494194,2.0
0,7466,5,0.027637723833322525,2.0
0,36894,6,0.027587518095970154,1.0
0,36895,7,0.027222223579883575,1.0
0,7467,8,0.025934278964996338,2.0
0,15612,9,0.025484349578619003,2.0
0,22391,10,0.024359334260225296,2.0
0,22394,11,0.02395295351743698,0.0
0,36889,12,0.02310924418270588,0.0
0,27541,13,0.02302459441125393,2.0
0,42931,14,0.022970344871282578,2.0
0,7468,15,0.022664979100227356,2.0
0,1197,16,0.021645022556185722,2.0
0,29744,17,0.021603304892778397,2.0
0,39461,18,0.020656371489167213,2.0
0,1199,19,0.020346321165561676,1.0
0,22462,20,0.01872294396162033,0.0
0,7506,21,0.017131803557276726,0.0
0,21358,22,0.01702669821679592,0.0
0,35793,23,0.016304833814501762,0.0
0,42928,24,0.01617494970560074,2.0
0,2636,25,0.016133230179548264,2.0
0,36893,26,0.01611926406621933,1.0
0,29512,27,0.016039738431572914,1.0
0,22463,28,0.015916453674435616,0.0
0,39428,29,0.01590246520936489,2.0
0,24145,30,0.01580594666302204,1.0
0,36862,31,0.015148062258958817,
0,30162,32,0.014828101731836796,0.0
0,1198,33,0.014586486853659153,2.0
0,8384,34,0.014429453760385513,
0,22923,35,0.014427493326365948,1.0
0,42747,36,0.014288227073848248,1.0
0,37930,37,0.014287613332271576,1.0
0,41092,38,0.014223679900169373,1.0
0,2100,39,0.013943575322628021,1.0
0,5490,40,0.01361082773655653,
0,39424,41,0.01357094757258892,0.0
0,22389,42,0.013309801928699017,2.0
0,29866,43,0.013283800333738327,1.0
0,37814,44,0.013100395910441875,1.0
0,36910,45,0.013087774626910686,2.0
0,25432,46,0.012843454256653786,2.0
0,39425,47,0.012784269638359547,0.0
0,22392,48,0.012772053480148315,0.0
0,42922,49,0.012752054259181023,0.0
0,24288,50,0.012704545632004738,
0,22390,51,0.012694571167230606,2.0
0,23025,52,0.012685701251029968,
0,18271,53,0.012633205391466618,1.0
0,29746,54,0.012611424550414085,2.0
0,37927,55,0.012607133947312832,1.0
0,736,56,0.012443972751498222,1.0
0,22130,57,0.012430637143552303,1.0
0,23874,58,0.012408423237502575,1.0
0,25265,59,0.012037412263453007,1.0
0,42927,60,0.01192324049770832,2.0
0,38693,61,0.011919347569346428,1.0
0,15449,62,0.011840993538498878,1.0
0,19671,63,0.011839615181088448,1.0
0,27534,64,0.011799409985542297,2.0
0,24010,65,0.011580918915569782,1.0
0,34378,66,0.011546613648533821,1.0
0,5297,67,0.01152157224714756,1.0
0,24009,68,0.01149039901793003,1.0
0,25434,69,0.011480411514639854,2.0
0,27417,70,0.011444071307778358,
0,19160,71,0.011379309929907322,
0,25426,72,0.011292936280369759,2.0
0,24008,73,0.011246081441640854,1.0
0,22344,74,0.011228070594370365,1.0
0,8263,75,0.011227422393858433,1.0
0,37071,76,0.011204412207007408,0.0
0,37126,77,0.01108635775744915,1.0
0,19456,78,0.011048012413084507,1.0
0,37072,79,0.01101868599653244,0.0
0,33337,80,0.010948904789984226,1.0
0,22343,81,0.01093563623726368,1.0
0,15476,82,0.010932260192930698,1.0
0,39666,83,0.010742150247097015,
0,18631,84,0.010741795413196087,1.0
0,29396,85,0.010697668418288231,1.0
0,209,86,0.010662177577614784,1.0
0,31159,87,0.010588551871478558,0.0
0,11184,88,0.010560505092144012,1.0
0,31157,89,0.010381132364273071,0.0
0,39746,90,0.010307105258107185,1.0
0,2187,91,0.010279329493641853,1.0
0,16301,92,0.010275842621922493,1.0
0,40996,93,0.010195107199251652,1.0
0,31557,94,0.010137666016817093,1.0
0,5609,95,0.010081088170409203,1.0
0,24006,96,0.010068765841424465,1.0
0,24007,97,0.010029292665421963,1.0
0,13427,98,0.009959042072296143,
0,113,99,0.009945332072675228,
0,6409,100,0.00990849919617176,1.0
1,20331,1,0.03009049780666828,1.0
1,22677,2,0.024676039814949036,1.0
1,1434,3,0.02420635148882866,1.0
1,33698,4,0.022301871329545975,2.0
1,5803,5,0.021759968250989914,1.0
1,17483,6,0.021491914987564087,1.0
1,12249,7,0.021479958668351173,1.0
1,31404,8,0.02133333310484886,1.0
1,18422,9,0.021204162389039993,1.0
1,32806,10,0.021032311022281647,1.0
1,17336,11,0.020922690629959106,1.0
1,25608,12,0.020158179104328156,1.0
1,7914,13,0.019975878298282623,1.0
1,40196,14,0.019770879298448563,1.0
1,25840,15,0.019578155130147934,
1,42341,16,0.019383395090699196,1.0
1,13739,17,0.019368678331375122,1.0
1,34233,18,0.01852409541606903,1.0
1,28257,19,0.01836622878909111,1.0
1,16602,20,0.01810411736369133,1.0
1,32461,21,0.017395786941051483,1.0
1,23542,22,0.017324134707450867,
1,38250,23,0.017192982137203217,1.0
1,7736,24,0.017094017937779427,1.0
1,34862,25,0.0170937217772007,1.0
1,4312,26,0.017077922821044922,1.0
1,1308,27,0.017043976113200188,1.0
1,4291,28,0.01668056845664978,
1,8250,29,0.016487542539834976,1.0
1,21580,30,0.016382575035095215,1.0
1,32157,31,0.0162366833537817,1.0
1,14517,32,0.01611221209168434,1.0
1,17124,33,0.016054140403866768,1.0
1,41285,34,0.015925509855151176,1.0
1,4483,35,0.01589953899383545,1.0
1,36395,36,0.015896432101726532,
1,36649,37,0.01575731858611107,
1,36315,38,0.015567950904369354,1.0
1,29561,39,0.015447523444890976,1.0
1,22673,40,0.015371127985417843,1.0
1,14518,41,0.015224149450659752,1.0
1,26504,42,0.015204209834337234,1.0
1,28096,43,0.015152385458350182,1.0
1,2071,44,0.014973262324929237,1.0
1,5829,45,0.014938684180378914,1.0
1,29373,46,0.014822397381067276,1.0
1,38257,47,0.014786968007683754,1.0
1,41671,48,0.01468377560377121,
1,34142,49,0.014627478085458279,
1,5929,50,0.014480233192443848,
1,29403,51,0.014309692196547985,
1,16554,52,0.01418650895357132,1.0
1,22902,53,0.014153997413814068,
1,17112,54,0.01413437444716692,1.0
1,11288,55,0.014047115109860897,1.0
1,8310,56,0.013935117051005363,1.0
1,5286,57,0.01391578558832407,
1,14930,58,0.013914812356233597,
1,41326,59,0.013865146785974503,1.0
1,20361,60,0.013861003331840038,1.0
1,25243,61,0.013703271746635437,1.0
1,22861,62,0.013630952686071396,
1,16535,63,0.01347866840660572,1.0
1,13738,64,0.01346544735133648,1.0
1,506,65,0.013297840021550655,
1,34784,66,0.013270100578665733,1.0
1,19924,67,0.01325957104563713,1.0
1,29435,68,0.013232121244072914,1.0
1,29960,69,0.013205241411924362,1.0
1,34421,70,0.013198093511164188,1.0
1,14179,71,0.013188131153583527,
1,40688,72,0.013130880892276764,1.0
1,21889,73,0.01310726348310709,
1,31464,74,0.013071086257696152,1.0
1,16605,75,0.012981443665921688,1.0
1,28258,76,0.012899897061288357,1.0
1,18673,77,0.012842189520597458,1.0
1,35972,78,0.012735838070511818,
1,25719,79,0.012642724439501762,1.0
1,36235,80,0.012629463337361813,1.0
1,20536,81,0.012624208815395832,
1,2444,82,0.01247464120388031,1.0
1,23537,83,0.01237541250884533,1.0
1,30825,84,0.012343348935246468,1.0
1,20374,85,0.012317715212702751,
1,16555,86,0.012138092890381813,1.0
1,22676,87,0.012133728712797165,1.0
1,14445,88,0.012111152522265911,
1,24120,89,0.012051356956362724,1.0
1,14539,90,0.01205124519765377,1.0
1,31651,91,0.011964336037635803,
1,31159,92,0.011845182627439499,
1,31157,93,0.011692198924720287,
1,19753,94,0.011688575148582458,1.0
1,31158,95,0.01156612765043974,
1,1129,96,0.01151910237967968,1.0
1,1107,97,0.011479591950774193,1.0
1,18991,98,0.011460620909929276,
1,1928,99,0.011424796655774117,1.0
1,9462,100,0.011295242235064507,
2,34735,1,0.0314980149269104,2.0
2,34739,2,0.030017919838428497,2.0
2,36630,3,0.029709506779909134,2.0
2,36645,4,0.02964426949620247,2.0
2,36620,5,0.029286926612257957,2.0
2,36621,6,0.028790388256311417,2.0
2,36622,7,0.028371628373861313,2.0
2,620,8,0.028158146888017654,2.0
2,3754,9,0.027730293571949005,2.0
2,621,10,0.027500923722982407,2.0
2,34736,11,0.02742537297308445,2.0
2,36631,12,0.02719970792531967,2.0
2,36534,13,0.026856524869799614,2.0
2,36619,14,0.026709401980042458,2.0
2,14418,15,0.026494450867176056,2.0
2,36633,16,0.026356857270002365,2.0
2,36533,17,0.025941837579011917,2.0
2,29777,18,0.025856390595436096,2.0
2,24094,19,0.02577996626496315,2.0
2,29146,20,0.024706419557332993,2.0
2,3276,21,0.024634111672639847,2.0
2,34734,22,0.024502525106072426,2.0
2,36632,23,0.02440476231276989,2.0
2,36628,24,0.023456789553165436,2.0
2,38593,25,0.022689076140522957,2.0
2,34737,26,0.022679127752780914,2.0
2,38628,27,0.022096112370491028,2.0
2,21072,28,0.02190476283431053,2.0
2,3756,29,0.021889952942728996,2.0
2,29736,30,0.021061966195702553,2.0
2,29151,31,0.02085561491549015,2.0
2,39496,32,0.020585160702466965,2.0
2,29886,33,0.020128823816776276,2.0
2,29150,34,0.019960278645157814,2.0
2,29152,35,0.01966244727373123,2.0
2,29144,36,0.019534971565008163,2.0
2,11735,37,0.01941930688917637,1.0
2,28472,38,0.01931401900947094,2.0
2,29776,39,0.01904165931046009,2.0
2,35711,40,0.019037356600165367,2.0
2,8093,41,0.01889973320066929,2.0
2,21047,42,0.018255727365612984,2.0
2,36672,43,0.017956018447875977,2.0
2,21055,44,0.017902621999382973,2.0
2,4205,45,0.017885036766529083,2.0
2,32604,46,0.017652003094553947,2.0
2,10505,47,0.017648886889219284,2.0
2,10539,48,0.0176263228058815,2.0
2,11033,49,0.017105262726545334,2.0
2,34738,50,0.01696832664310932,1.0
2,38578,51,0.016954023391008377,2.0
2,15618,52,0.016864590346813202,2.0
2,21048,53,0.01679220236837864,2.0
2,39310,54,0.016773266717791557,2.0
2,37068,55,0.016743730753660202,2.0
2,42557,56,0.016575602814555168,2.0
2,27515,57,0.016558052971959114,2.0
2,32603,58,0.01649981364607811,2.0
2,38581,59,0.016129031777381897,2.0
2,14034,60,0.01606658846139908,2.0
2,24095,61,0.015970826148986816,2.0
2,10561,62,0.015961594879627228,2.0
2,21083,63,0.015942029654979706,2.0
2,42530,64,0.015905560925602913,2.0
2,40289,65,0.01589323580265045,2.0
2,30926,66,0.015595238655805588,2.0
2,9570,67,0.015455305576324463,2.0
2,27510,68,0.015384615398943424,2.0
2,39880,69,0.015324326232075691,2.0
2,34445,70,0.014941077679395676,2.0
2,29143,71,0.014888597652316093,2.0
2,27511,72,0.014814814552664757,2.0
2,16284,73,0.014801938086748123,1.0
2,16226,74,0.01445569284260273,2.0
2,35712,75,0.014155661687254906,2.0
2,9571,76,0.014134451746940613,2.0
2,4202,77,0.014041634276509285,2.0
2,27509,78,0.014035088010132313,2.0
2,4203,79,0.0139627018943429,2.0
2,16227,80,0.013888888992369175,2.0
2,4204,81,0.013748597353696823,2.0
2,27516,82,0.013573700562119484,2.0
2,25320,83,0.013473117724061012,2.0
2,10552,84,0.013447541743516922,2.0
2,10437,85,0.013440285809338093,2.0
2,19956,86,0.013165021315217018,1.0
2,17275,87,0.013044365681707859,2.0
2,24196,88,0.013008197769522667,2.0
2,10550,89,0.012990809977054596,2.0
2,20976,90,0.01290218811482191,2.0
2,8142,91,0.012808970175683498,2.0
2,20665,92,0.012785947881639004,2.0
2,10553,93,0.012778904289007187,2.0
2,12179,94,0.012777063995599747,2.0
2,38580,95,0.012646863237023354,2.0
2,32781,96,0.012586582452058792,2.0
2,32873,97,0.012517869472503662,2.0
2,27508,98,0.012427723966538906,2.0
2,12165,99,0.012375859543681145,2.0
2,39498,100,0.01236681267619133,2.0
3,5998,1,0.03009207174181938,2.0
3,23599,2,0.027500923722982407,2.0
3,4474,3,0.026153847575187683,1.0
3,12201,4,0.02397163212299347,2.0
3,19100,5,0.02315930277109146,2.0
3,18292,6,0.023026317358016968,2.0
3,27814,7,0.02241753786802292,2.0
3,12436,8,0.02170490473508835,2.0
3,37422,9,0.021110501140356064,2.0
3,12065,10,0.020658263936638832,1.0
3,40111,11,0.02042297273874283,2.0
3,17920,12,0.020261263474822044,0.0
3,1854,13,0.019882939755916595,2.0
3,40110,14,0.019110020250082016,1.0
3,18293,15,0.017995396628975868,2.0
3,11792,16,0.017839686945080757,1.0
3,13577,17,0.017773892730474472,2.0
3,24471,18,0.017732921987771988,1.0
3,27819,19,0.01712903194129467,1.0
3,24109,20,0.01701119728386402,1.0
3,13507,21,0.016948286443948746,0.0
