query_id,product_id,rank,score,zero_score
0,25434,69,0.011480411514639854,False
0,42931,14,0.022970344871282578,False
0,2636,25,0.016133230179548264,False
0,42923,3950,0.0005658003501594067,False
0,41156,136,0.008472112007439137,False
0,5936,3320,0.0006730141467414796,False
0,22390,51,0.012694571167230606,False
0,42929,3,0.02967032976448536,False
0,42928,24,0.01617494970560074,False
0,25428,448,0.0038628848269581795,False
0,39428,29,0.01590246520936489,False
0,39429,4,0.02812499925494194,False
0,25433,110,0.009478460997343063,False
0,25432,46,0.012843454256653786,False
0,25431,2,0.030886195600032806,False
0,27534,64,0.011799409985542297,False
0,36910,45,0.013087774626910686,False
0,25429,161,0.0076637896709144115,False
0,2638,3041,0.0007309119100682437,False
0,27541,13,0.02302459441125393,False
0,29746,54,0.012611424550414085,False
0,29744,17,0.021603304892778397,False
0,20026,180,0.007146924734115601,False
0,22391,10,0.024359334260225296,False
0,7465,1,0.03125763311982155,False
0,25427,1490,0.0014633169630542397,False
0,25426,72,0.011292936280369759,False
0,1197,16,0.021645022556185722,False
0,15612,9,0.025484349578619003,False
0,7468,15,0.022664979100227356,False
0,25424,683,0.0028206263668835163,False
0,25423,862,0.0023231222294270992,False
0,39461,18,0.020656371489167213,False
0,1198,33,0.014586486853659153,False
0,7467,8,0.025934278964996338,False
0,42927,60,0.01192324049770832,False
0,7466,5,0.027637723833322525,False
0,25425,1118,0.0018890372011810541,False
0,22389,42,0.013309801928699017,False
1,9929,281,0.006576084531843662,False
1,5235,1270,0.0015510894590988755,False
1,37304,1237,0.0015975787537172437,False
1,25973,1182,0.00168843031860888,False
1,16679,1258,0.0015683238161727786,False
1,29449,449,0.00436770636588335,False
1,33698,4,0.022301871329545975,False
1,20054,1344,0.0014573517255485058,False
2,4205,45,0.017885036766529083,False
2,4202,77,0.014041634276509285,False
2,4204,81,0.013748597353696823,False
2,36622,7,0.028371628373861313,False
2,29777,18,0.025856390595436096,False
2,40289,65,0.01589323580265045,False
2,10539,48,0.0176263228058815,False
2,34445,70,0.014941077679395676,False
2,34736,11,0.02742537297308445,False
2,10561,62,0.015961594879627228,False
2,29152,35,0.01966244727373123,False
2,37068,55,0.016743730753660202,False
2,12969,190,0.005198484752327204,False
2,27516,82,0.013573700562119484,False
2,32603,58,0.01649981364607811,False
2,14034,60,0.01606658846139908,False
2,36630,3,0.029709506779909134,False
2,36533,17,0.025941837579011917,False
2,36534,13,0.026856524869799614,False
2,36631,12,0.02719970792531967,False
2,36633,16,0.026356857270002365,False
2,38581,59,0.016129031777381897,False
2,38582,124,0.01017351821064949,False
2,24095,61,0.015970826148986816,False
2,21072,28,0.02190476283431053,False
2,20976,90,0.01290218811482191,False
2,27508,98,0.012427723966538906,False
2,27509,78,0.014035088010132313,False
2,27510,68,0.015384615398943424,False
2,27511,72,0.014814814552664757,False
2,9569,160,0.006313607562333345,False
2,34948,1034,0.0016732700169086456,False
2,20665,92,0.012785947881639004,False
2,10552,84,0.013447541743516922,False
2,3276,21,0.024634111672639847,False
2,11871,119,0.010411622002720833,False
2,27812,106,0.011657007038593292,False
2,11874,116,0.010682860389351845,False
2,11878,101,0.012274393811821938,False
2,13500,135,0.008946005254983902,False
2,20957,145,0.007461018860340118,False
2,11840,163,0.006131221540272236,False
2,11877,109,0.01126475352793932,False
2,39880,69,0.015324326232075691,False
2,12165,99,0.012375859543681145,False
2,10550,89,0.012990809977054596,False
2,10553,93,0.012778904289007187,False
2,14418,15,0.026494450867176056,False
2,10306,103,0.011991526931524277,False
2,25320,83,0.013473117724061012,False
2,12130,117,0.01062753051519394,False
2,35710,104,0.011944731697440147,False
2,35712,75,0.014155661687254906,False
2,35711,40,0.019037356600165367,False
2,29776,39,0.01904165931046009,False
2,39498,100,0.01236681267619133,False
2,39496,32,0.020585160702466965,False
2,195,120,0.010328185744583607,False
2,38628,27,0.022096112370491028,False
2,34735,1,0.0314980149269104,False
2,29736,30,0.021061966195702553,False
2,8093,41,0.01889973320066929,False
2,24094,19,0.02577996626496315,False
2,8142,91,0.012808970175683498,False
2,30926,66,0.015595238655805588,False
2,34737,26,0.022679127752780914,False
2,34739,2,0.030017919838428497,False
2,12179,94,0.012777063995599747,False
2,16227,80,0.013888888992369175,False
2,32604,46,0.017652003094553947,False
2,10547,156,0.006462580058723688,False
2,16226,74,0.01445569284260273,False
2,30321,110,0.011173533275723457,False
2,17275,87,0.013044365681707859,False
2,27728,126,0.010101240128278732,False
2,42530,64,0.015905560925602913,False
2,3754,9,0.027730293571949005,False
2,3756,29,0.021889952942728996,False
2,19651,149,0.00672564934939146,False
2,38580,95,0.012646863237023354,False
2,12075,138,0.008293705992400646,False
2,29151,31,0.02085561491549015,False
2,14678,141,0.008093735203146935,False
2,42557,56,0.016575602814555168,False
2,9571,76,0.014134451746940613,False
2,20971,125,0.010120177641510963,False
2,38578,51,0.016954023391008377,False
2,39310,54,0.016773266717791557,False
2,29146,20,0.024706419557332993,False
2,21094,129,0.009975124150514603,False
2,9547,136,0.008463473990559578,False
2,28482,13249,0.0001840778859332204,False
2,11033,49,0.017105262726545334,False
2,11074,144,0.007901333272457123,False
2,11075,192,0.005139330867677927,False
2,29886,33,0.020128823816776276,False
2,29144,36,0.019534971565008163,False
2,29143,71,0.014888597652316093,False
2,29150,34,0.019960278645157814,False
2,38517,123,0.01018817350268364,False
2,13636,139,0.008269153535366058,False
2,21073,177,0.0054620117880403996,False
2,21047,42,0.018255727365612984,False
2,21064,112,0.01097560953348875,False
2,21048,53,0.01679220236837864,False
2,21083,63,0.015942029654979706,False
2,21062,107,0.011469298973679543,False
2,21045,132,0.009464675560593605,False
2,21046,152,0.006659857928752899,False
2,21043,108,0.011329194530844688,False
2,621,10,0.027500923722982407,False
2,28472,38,0.01931401900947094,False
2,12020,11747,0.00020596457761712372,False
2,32893,187,0.0052461219020187855,False
2,39495,175,0.005546951666474342,False
2,39494,188,0.005220312625169754,False
2,39497,143,0.008007068186998367,False
2,15618,52,0.016864590346813202,False
2,4201,128,0.010008187033236027,False
2,4203,79,0.0139627018943429,False
2,15617,105,0.01172312069684267,False
2,27513,111,0.011087223887443542,False
2,27512,118,0.010589421726763248,False
2,620,8,0.028158146888017654,False
2,10437,85,0.013440285809338093,False
2,24196,88,0.013008197769522667,False
2,26729,140,0.008250392973423004,False
2,36620,5,0.029286926612257957,False
2,36621,6,0.028790388256311417,False
2,36619,14,0.026709401980042458,False
2,36632,23,0.02440476231276989,False
2,36628,24,0.023456789553165436,False
2,27515,57,0.016558052971959114,False
2,32873,97,0.012517869472503662,False
2,36672,43,0.017956018447875977,False
2,10505,47,0.017648886889219284,False
2,38593,25,0.022689076140522957,False
2,32781,96,0.012586582452058792,False
2,34734,22,0.024502525106072426,False
2,36645,4,0.02964426949620247,False
2,16256,133,0.009259259328246117,False
2,20664,102,0.01224168948829174,False
2,8589,130,0.009968984872102737,False
2,42528,122,0.010230245999991894,False
2,39493,114,0.010697552934288979,False
2,9570,67,0.015455305576324463,False
2,42516,131,0.009886087849736214,False
2,18868,182,0.005323350895196199,False
2,24099,127,0.0100867273285985,False
2,21055,44,0.017902621999382973,False
2,23033,159,0.006332459859549999,False
3,18909,456,0.004160610493272543,False
3,12386,1353,0.0012799118412658572,False
3,12436,8,0.02170490473508835,False
3,32704,687,0.003109724260866642,False
3,12201,4,0.02397163212299347,False
3,18293,15,0.017995396628975868,False
3,40484,89,0.011116964742541313,False
3,18289,791,0.0027528100181370974,False
3,18290,37,0.015542835928499699,False
3,18294,285,0.005683408118784428,False
3,18292,6,0.023026317358016968,False
3,16527,967,0.0022358084097504616,False
3,21804,139,0.008756062015891075,False
3,42736,44,0.01467569824308157,False
3,21233,318,0.005321507342159748,False
3,11690,902,0.002426920924335718,False
3,36265,844,0.002595112193375826,False
3,36497,163,0.007728545926511288,False
3,28463,72,0.012246975675225258,False
3,32701,875,0.0025229151360690594,False
3,37422,9,0.021110501140356064,False
3,1923,511,0.0038838230539113283,False
3,36158,546,0.003709455020725727,False
3,40111,11,0.02042297273874283,False
3,23741,648,0.0032568215392529964,False
3,28726,577,0.0035666944459080696,False
3,25746,630,0.0033144939225167036,False
3,21412,68,0.01254003494977951,False
3,9511,23,0.01666666567325592,False
3,1854,13,0.019882939755916595,False
3,20007,588,0.0035119825042784214,False
3,20118,201,0.006966213695704937,False
3,26623,284,0.00568785984069109,False
3,4852,607,0.0034185913391411304,False
3,1851,185,0.007249664515256882,False
3,5998,1,0.03009207174181938,False
3,30219,347,0.005053207743912935,False
3,7423,32,0.016136080026626587,False
3,3237,1146,0.0017882962711155415,False
3,23599,2,0.027500923722982407,False
3,32352,581,0.003548264503479004,False
3,7149,27,0.01649470627307892,False
3,21234,107,0.010108767077326775,False
3,3596,475,0.004060713574290276,False
3,881,69,0.012496570125222206,False
3,15636,289,0.005613177083432674,False
3,31401,124,0.0094812773168087,False
3,5983,73,0.012143142521381378,False
3,39589,514,0.003866604994982481,False
3,27814,7,0.02241753786802292,False
3,19100,5,0.02315930277109146,False
3,13577,17,0.017773892730474472,False
3,21244,42,0.015258761122822762,False
3,13405,122,0.009551463648676872,False
3,7965,65,0.012579381465911865,False
4,5488,1223,0.0015065913321450353,False
4,6098,436,0.003853214904665947,False
4,42393,95,0.012049099430441856,False
4,16598,314,0.0050742351450026035,False
4,41662,180,0.00796305201947689,False
4,40331,47,0.01585441827774048,False
4,24881,241,0.006146214436739683,False
4,6099,709,0.002409642096608877,False
4,34390,186,0.007679739035665989,False
4,24890,346,0.0046955496072769165,False
4,13783,641,0.0026677572168409824,False
4,20792,633,0.0026850581634789705,False
4,17679,237,0.006206916645169258,False
4,14652,240,0.006147746462374926,False
4,30298,862,0.002056986792013049,False
4,21448,533,0.0032407890539616346,False
4,20495,5,0.024868018925189972,False
4,27896,115,0.010887923650443554,False
4,40061,674,0.0025589994620531797,False
4,31476,83,0.012834202498197556,False
4,3396,306,0.005161913111805916,False
4,26363,459,0.003730227705091238,False
4,31629,601,0.0028381398878991604,False
5,33253,13,0.023064687848091125,False
5,19757,90,0.011695906519889832,False
5,26053,164,0.00872133206576109,False
5,6986,570,0.00341012142598629,False
5,25713,102,0.0111693711951375,False
5,14091,140,0.009483365342020988,False
5,41397,77,0.01271910686045885,False
5,15772,122,0.010362904518842697,False
5,7103,121,0.01036324817687273,False
5,28673,54,0.015326880849897861,False
5,25216,698,0.002856665290892124,False
5,33260,169,0.008503646589815617,False
5,33261,181,0.008089815266430378,False
5,33262,28,0.018826322630047798,False
5,33263,81,0.012394055724143982,False
5,28682,131,0.009805122390389442,False
5,40987,2,0.027893736958503723,False
5,27768,166,0.008582807146012783,False
5,18262,317,0.005340916104614735,False
5,8409,791,0.0025069299153983593,False
5,23985,629,0.003165917471051216,False
5,1265,62,0.014759242534637451,False
5,42437,579,0.003379992675036192,False
5,15873,286,0.005847018212080002,False
5,18305,113,0.010743667371571064,False
5,6105,157,0.008999560959637165,False
5,40988,74,0.013206797651946545,False
5,18310,249,0.006593007128685713,False
5,6155,39,0.016685206443071365,False
5,19180,227,0.007077715825289488,False
5,23610,18,0.021198667585849762,False
5,7102,337,0.005020408425480127,False
5,3060,624,0.0031851192470639944,False
5,3061,136,0.009679144248366356,False
5,42686,541,0.0035629805643111467,False
5,20646,41,0.016508150845766068,False
5,41112,194,0.007867425680160522,False
5,40989,147,0.0092755863443017,False
5,40990,59,0.014857706613838673,False
5,26976,967,0.0020800642669200897,False
5,18311,756,0.0026049171574413776,False
5,21138,507,0.003765919478610158,False
5,6340,22,0.020079920068383217,False
5,31025,5,0.025726009160280228,False
5,28643,98,0.011410602368414402,False
5,8882,144,0.009299589321017265,False
5,8876,152,0.009164535440504551,False
5,33258,46,0.016039738431572914,False
5,19496,60,0.014850987121462822,False
5,2324,1093,0.0018382464768365026,False
5,32260,118,0.010530680418014526,False
5,2800,185,0.007995644584298134,False
5,12986,192,0.007911869324743748,False
5,33534,238,0.00676952488720417,False
5,28683,548,0.0035217369440943003,False
5,41463,182,0.008076564408838749,False
5,22956,252,0.0065306853502988815,False
5,1086,34,0.017771007493138313,False
5,14090,344,0.004968027584254742,False
5,1127,174,0.008377425372600555,False
5,30412,265,0.0062571931630373,False
5,14879,139,0.009600095450878143,False
5,17690,91,0.01167935412377119,False
5,41964,473,0.003966512158513069,False
5,8497,9,0.02391223981976509,False
5,24954,243,0.006635802797973156,False
5,42722,71,0.013750461861491203,False
5,6339,79,0.01256472710520029,False
5,21928,847,0.002361723454669118,False
5,9522,497,0.0037912377156317234,False
5,23677,202,0.007765592075884342,False
5,40072,36,0.017345678061246872,False
5,33251,65,0.014261847361922264,False
5,11683,33,0.018187832087278366,False
5,33264,75,0.013104205951094627,False
5,1734,80,0.012482712045311928,False
5,42664,321,0.0052900067530572414,False
5,11685,177,0.008208458311855793,False
5,21134,155,0.009022915735840797,False
5,42419,44,0.016400817781686783,False
5,22745,298,0.005675905384123325,False
5,1736,43,0.016409266740083694,False
5,30573,278,0.006028824485838413,False
5,26966,205,0.0077142855152487755,False
5,3014,3,0.027212142944335938,False
5,1286,14,0.022960372269153595,False
5,1128,92,0.011631274595856667,False
5,38543,264,0.0062716747634112835,False
5,22116,256,0.006387523375451565,False
5,4721,23,0.01986909843981266,False
5,28657,19,0.020873017609119415,False
5,32499,55,0.0152357779443264,False
5,32500,66,0.014164986088871956,False
5,33259,85,0.012161554768681526,False
5,36075,50,0.015524862334132195,False
5,28639,42,0.016430260613560677,False
5,25059,20,0.020273737609386444,False
5,31026,99,0.0113217206671834,False
5,26219,384,0.00466925697401166,False
5,27756,32,0.01838466338813305,False
5,19037,52,0.015349729917943478,False
5,17670,487,0.003846436273306608,False
5,28660,175,0.008303188718855381,False
5,11256,37,0.016969891265034676,False
5,1697,223,0.00716247595846653,False
5,42519,421,0.00433166790753603,False
5,1743,159,0.008986681699752808,False
5,39969,1322,0.001510556205175817,False
5,4722,15,0.022044572979211807,False
5,21140,918,0.0021783614065498114,False
5,2807,141,0.009434118866920471,False
5,35583,419,0.0043417178094387054,False
5,28679,1464,0.0013636715011671185,False
5,9677,987,0.002026244066655636,False
5,24081,911,0.00220384169369936,False
5,28645,427,0.004289631266146898,False
5,28674,1244,0.0016189711168408394,False
5,1701,161,0.008882127702236176,False
5,30411,1001,0.0019948689732700586,False
5,26823,1373,0.001450378680601716,False
5,21171,1974,0.0009502469329163432,False
5,27763,411,0.0043754056096076965,False
5,9682,902,0.00223285099491477,False
5,21139,1067,0.001893891952931881,False
5,21172,2390,0.000728960323613137,False
5,28655,924,0.0021670504938811064,False
5,9680,819,0.0024250310380011797,False
