query_id,product_id,rank,score,zero_score
0,25434,2166,0.39310139417648315,False
0,42931,50,0.4707973003387451,False
0,2636,102,0.46001455187797546,False
0,42923,6221,0.34044528007507324,False
0,41156,310,0.44159191846847534,False
0,5936,7934,0.3147710859775543,False
0,22390,178,0.45073437690734863,False
0,42929,377,0.4374063313007355,False
0,42928,147,0.4537009596824646,False
0,25428,148,0.45344433188438416,False
0,39428,367,0.437844455242157,False
0,39429,2,0.532645583152771,False
0,25433,4340,0.3642784059047699,False
0,25432,760,0.42249464988708496,False
0,25431,1,0.5503917932510376,False
0,27534,583,0.42857539653778076,False
0,36910,309,0.4416341781616211,False
0,25429,55,0.47001779079437256,False
0,2638,2067,0.3947586715221405,False
0,27541,75,0.4640796184539795,False
0,29746,308,0.441714882850647,False
0,29744,41,0.47439518570899963,False
0,20026,952,0.41736742854118347,False
0,22391,4,0.5287486910820007,False
0,7465,3,0.5312998294830322,False
0,25427,910,0.41858726739883423,False
0,25426,14,0.4961588680744171,False
0,1197,12,0.49821919202804565,False
0,15612,93,0.4610695242881775,False
0,7468,121,0.4574381113052368,False
0,25424,560,0.4292915463447571,False
0,25423,205,0.44849148392677307,False
0,39461,33,0.4786836504936218,False
0,1198,237,0.44598957896232605,False
0,7467,29,0.4819914698600769,False
0,42927,34,0.47816890478134155,False
0,7466,16,0.49446868896484375,False
0,25425,1377,0.4069445729255676,False
0,22389,7,0.5100377798080444,False
1,9929,525,0.5165219902992249,False
1,5235,1373,0.45624035596847534,False
1,37304,1131,0.4708861708641052,False
1,25973,895,0.48533058166503906,False
1,16679,1963,0.4292932450771332,False
1,29449,695,0.5007035136222839,False
1,33698,126,0.580764651298523,False
1,20054,1183,0.4673575758934021,False
2,4205,35,0.40679824352264404,False
2,4202,98,0.27463340759277344,False
2,4204,102,0.26404768228530884,False
2,36622,13,0.47041165828704834,False
2,29777,24,0.44369155168533325,False
2,40289,47,0.38576740026474,False
2,10539,67,0.3236830234527588,False
2,34445,58,0.3422934114933014,False
2,34736,4,0.5279690027236938,False
2,10561,19,0.4524703621864319,False
2,29152,26,0.4407772123813629,False
2,37068,44,0.3895300626754761,False
2,12969,2336,0.0945018082857132,False
2,27516,87,0.2890399992465973,False
2,32603,22,0.44971132278442383,False
2,14034,79,0.29956603050231934,False
2,36630,8,0.4889216721057892,False
2,36533,36,0.40629202127456665,False
2,36534,33,0.40983226895332336,False
2,36631,23,0.4491763412952423,False
2,36633,21,0.4516938328742981,False
2,38581,60,0.3414529860019684,False
2,38582,129,0.22830238938331604,False
2,24095,84,0.29240334033966064,False
2,21072,62,0.33720213174819946,False
2,20976,337,0.15946662425994873,False
2,27508,86,0.2891550660133362,False
2,27509,49,0.3799095153808594,False
2,27510,64,0.3277260661125183,False
2,27511,72,0.31167733669281006,False
2,9569,111,0.24963387846946716,False
2,34948,428,0.1492508053779602,False
2,20665,88,0.2880499064922333,False
2,10552,48,0.3832588195800781,False
2,3276,11,0.47594308853149414,False
2,11871,139,0.21877969801425934,False
2,27812,80,0.29892393946647644,False
2,11874,256,0.1735556721687317,False
2,11878,150,0.21148681640625,False
2,13500,230,0.17974022030830383,False
2,20957,233,0.1791439652442932,False
2,11840,615,0.134445920586586,False
2,11877,162,0.2051810473203659,False
2,39880,103,0.26186099648475647,False
2,12165,106,0.25687259435653687,False
2,10550,61,0.34129348397254944,False
2,10553,53,0.36145296692848206,False
2,14418,40,0.39467817544937134,False
2,10306,115,0.2420663684606552,False
2,25320,121,0.2373279631137848,False
2,12130,130,0.22730296850204468,False
2,35710,218,0.18559874594211578,False
2,35712,99,0.27211296558380127,False
2,35711,71,0.31220802664756775,False
2,29776,43,0.39217710494995117,False
2,39498,210,0.18686550855636597,False
2,39496,54,0.35747647285461426,False
2,195,90,0.2825850248336792,False
2,38628,9,0.48438650369644165,False
2,34735,1,0.5465719699859619,False
2,29736,15,0.4627354145050049,False
2,8093,45,0.38749414682388306,False
2,24094,25,0.44268345832824707,False
2,8142,141,0.21752211451530457,False
2,30926,51,0.368763267993927,False
2,34737,14,0.4640679359436035,False
2,34739,6,0.5023031234741211,False
2,12179,133,0.22445827722549438,False
2,16227,92,0.2815539240837097,False
2,32604,29,0.4258838891983032,False
2,10547,78,0.2996440529823303,False
2,16226,68,0.3191651701927185,False
2,30321,89,0.28582894802093506,False
2,17275,20,0.4519502520561218,False
2,27728,248,0.17532256245613098,False
2,42530,46,0.3864399790763855,False
2,3754,31,0.41675955057144165,False
2,3756,37,0.402728796005249,False
2,19651,427,0.14959736168384552,False
2,38580,77,0.3007015883922577,False
2,12075,140,0.21761438250541687,False
2,29151,28,0.4325619339942932,False
2,14678,304,0.1634133756160736,False
2,42557,27,0.43512630462646484,False
2,9571,93,0.2791169583797455,False
2,20971,113,0.24624785780906677,False
2,38578,56,0.3447684645652771,False
2,39310,38,0.40001600980758667,False
2,29146,12,0.47123855352401733,False
2,21094,225,0.18145599961280823,False
2,9547,264,0.17202430963516235,False
2,28482,6252,0.07033364474773407,False
