query_id,product_id,rank,score,zero_score
0,25434,31,9.736988067626953,False
0,42931,62,8.343931198120117,False
0,2636,78,7.937188148498535,False
0,42923,2415,3.134143352508545,False
0,41156,102,7.209293365478516,False
0,5936,1760,3.307044744491577,False
0,22390,42,9.022577285766602,False
0,42929,11,11.694319725036621,False
0,42928,47,8.673934936523438,False
0,25428,1869,3.279623031616211,False
0,39428,17,10.996665954589844,False
0,39429,22,10.82332992553711,False
0,25433,57,8.46100902557373,False
0,25432,25,10.610662460327148,False
0,25431,9,12.29861068725586,False
0,27534,60,8.396483421325684,False
0,36910,29,9.809805870056152,False
0,25429,3157,2.8482604026794434,False
0,2638,3887,2.4366061687469482,False
0,27541,45,8.850457191467285,False
0,29746,34,9.48523235321045,False
0,29744,12,11.642315864562988,False
0,20026,95,7.613224983215332,False
0,22391,52,8.526561737060547,False
0,7465,5,13.593202590942383,False
0,25427,2517,3.1013760566711426,False
0,25426,1791,3.3009114265441895,False
0,1197,97,7.583603858947754,False
0,15612,1,15.31185531616211,False
0,7468,2,14.349020004272461,False
0,25424,1571,3.353780508041382,False
0,25423,1420,3.388901472091675,False
0,39461,14,11.218870162963867,False
0,1198,26,10.439728736877441,False
0,7467,4,13.955781936645508,False
0,42927,3326,2.7749884128570557,False
0,7466,3,13.98898983001709,False
0,25425,1674,3.3286914825439453,False
0,22389,3038,2.9075851440429688,False
1,9929,103,8.011143684387207,False
1,5235,1060,7.299514293670654,False
1,37304,1055,7.306034088134766,False
1,25973,1436,6.835916042327881,False
1,16679,1214,7.170465469360352,False
1,29449,353,7.764766216278076,False
1,33698,2,12.99583625793457,False
1,20054,1371,6.971853256225586,False
2,4205,37,9.255805015563965,False
2,4202,74,7.8859148025512695,False
2,4204,72,7.905291557312012,False
2,36622,17,10.22115707397461,False
2,29777,28,9.48781681060791,False
2,40289,97,7.071286201477051,False
2,10539,32,9.363555908203125,False
2,34445,116,6.539477825164795,False
2,34736,7,10.754563331604004,False
2,10561,105,6.773533344268799,False
2,29152,98,6.964139938354492,False
2,37068,62,8.184464454650879,False
2,12969,146,5.106969833374023,False
2,27516,145,5.214576244354248,False
2,32603,114,6.566170692443848,False
2,14034,66,8.021222114562988,False
2,36630,4,10.795957565307617,False
2,36533,8,10.735915184020996,False
2,36534,13,10.446844100952148,False
2,36631,6,10.765851974487305,False
2,36633,19,9.940464973449707,False
2,38581,64,8.081668853759766,False
2,38582,128,5.936180591583252,False
2,24095,52,8.577218055725098,False
2,21072,24,9.619080543518066,False
2,20976,45,8.925270080566406,False
2,27508,133,5.818095684051514,False
2,27509,130,5.849832534790039,False
2,27510,70,7.951834201812744,False
2,27511,75,7.854764461517334,False
2,9569,9703,0.0,True
2,34948,34987,0.0,True
2,20665,100,6.902611255645752,False
2,10552,112,6.661337375640869,False
2,3276,43,8.946929931640625,False
2,11871,117,6.504863262176514,False
2,27812,148,4.696907997131348,False
2,11874,107,6.771851062774658,False
2,11878,77,7.844435214996338,False
2,13500,150,4.589699745178223,False
2,20957,113,6.579598903656006,False
2,11840,140,5.40739107131958,False
2,11877,109,6.729358673095703,False
2,39880,63,8.091832160949707,False
2,12165,94,7.12099552154541,False
2,10550,111,6.6751580238342285,False
2,10553,110,6.6890363693237305,False
2,14418,1,11.091591835021973,False
2,10306,101,6.887833118438721,False
2,25320,57,8.398104667663574,False
2,12130,92,7.1639018058776855,False
2,35710,68,7.990166187286377,False
2,35712,87,7.3021087646484375,False
2,35711,56,8.44130802154541,False
2,29776,34,9.295919418334961,False
2,39498,65,8.0471830368042,False
2,39496,27,9.552440643310547,False
2,195,88,7.262842178344727,False
2,38628,41,8.996970176696777,False
2,34735,3,10.817845344543457,False
2,29736,33,9.336383819580078,False
2,8093,55,8.44130802154541,False
2,24094,10,10.551750183105469,False
2,8142,104,6.787824630737305,False
2,30926,90,7.197847843170166,False
2,34737,15,10.27441120147705,False
2,34739,2,10.881876945495605,False
2,12179,69,7.970371246337891,False
2,16227,84,7.676713466644287,False
2,32604,106,6.773533344268799,False
2,10547,10675,0.0,True
2,16226,83,7.713524341583252,False
2,30321,120,6.40920352935791,False
2,17275,17376,0.0,True
2,27728,89,7.2364115715026855,False
2,42530,85,7.660591125488281,False
2,3754,5,10.7742338180542,False
2,3756,35,9.2948637008667,False
2,19651,135,5.704617500305176,False
2,38580,127,5.991453647613525,False
2,12075,131,5.818095684051514,False
2,29151,50,8.669672012329102,False
2,14678,126,6.070589542388916,False
2,42557,119,6.473685264587402,False
2,9571,82,7.778799057006836,False
2,20971,93,7.132139682769775,False
2,38578,60,8.226317405700684,False
2,39310,103,6.816586971282959,False
2,29146,23,9.745340347290039,False
2,21094,141,5.389275074005127,False
2,9547,138,5.499828815460205,False
2,28482,28546,0.0,True
2,11033,54,8.47553825378418,False
2,11074,11197,0.0,True
2,11075,11198,0.0,True
2,29886,48,8.812149047851562,False
2,29144,39,9.229252815246582,False
2,29143,115,6.539477825164795,False
2,29150,46,8.922119140625,False
2,38517,81,7.806368350982666,False
2,13636,13746,0.0,True
2,21073,132,5.818095684051514,False
2,21047,22,9.906434059143066,False
2,21064,40,9.206206321716309,False
2,21048,14,10.410652160644531,False
2,21083,30,9.446842193603516,False
2,21062,36,9.276995658874512,False
2,21045,58,8.311324119567871,False
2,21046,91,7.1817803382873535,False
2,21043,51,8.577218055725098,False
2,621,26,9.571385383605957,False
2,28472,18,10.036227226257324,False
2,12020,12137,0.0,True
2,32893,134,5.735124588012695,False
2,39495,137,5.528179168701172,False
2,39494,143,5.309234142303467,False
2,39497,122,6.187336444854736,False
2,15618,47,8.824234962463379,False
2,4201,80,7.809348106384277,False
2,4203,71,7.924764156341553,False
2,15617,53,8.545944213867188,False
2,27513,125,6.105148792266846,False
2,27512,124,6.105148792266846,False
2,620,25,9.571385383605957,False
2,10437,42,8.971880912780762,False
2,24196,79,7.816596508026123,False
2,26729,78,7.826104164123535,False
2,36620,16,10.2733793258667,False
2,36621,11,10.480875968933105,False
2,36619,12,10.474052429199219,False
2,36632,20,9.91748332977295,False
2,36628,21,9.909845352172852,False
2,27515,86,7.318719387054443,False
2,32873,121,6.396461009979248,False
2,36672,38,9.24146556854248,False
2,10505,49,8.800097465515137,False
2,38593,59,8.311324119567871,False
2,32781,95,7.118221282958984,False
2,34734,31,9.446032524108887,False
2,36645,9,10.556534767150879,False
2,16256,102,6.831061363220215,False
2,20664,99,6.9100236892700195,False
2,8589,123,6.168144226074219,False
2,42528,136,5.62483024597168,False
2,39493,61,8.225491523742676,False
2,9570,73,7.893306255340576,False
