query_id,product_id,rank,score,grade
0,15612,1,16.24053192138672,2.0
0,7468,2,15.662701606750488,2.0
0,7466,3,15.425806999206543,2.0
0,7467,4,15.404736518859863,2.0
0,7465,5,15.188499450683594,2.0
0,22462,6,14.913215637207031,0.0
0,22463,7,14.8065185546875,0.0
0,36889,8,14.614063262939453,0.0
0,25431,9,14.376254081726074,2.0
0,42929,10,13.927488327026367,2.0
0,29744,11,13.907363891601562,2.0
0,36895,12,13.90084457397461,1.0
0,36894,13,13.71872329711914,1.0
0,39461,14,13.501113891601562,2.0
0,30162,15,13.454376220703125,0.0
0,39424,16,13.43874740600586,0.0
0,39428,17,13.412200927734375,2.0
0,35793,18,13.36709976196289,0.0
0,42922,19,13.361210823059082,0.0
0,39429,20,13.302491188049316,2.0
0,36893,21,13.284627914428711,1.0
0,22130,22,13.201704025268555,1.0
0,22394,23,13.194643020629883,0.0
0,39425,24,13.194076538085938,0.0
0,25432,25,13.153297424316406,2.0
0,1198,26,13.00693416595459,2.0
0,18271,27,12.889080047607422,1.0
0,36910,28,12.519787788391113,2.0
0,22392,29,12.453250885009766,0.0
0,37071,30,12.449294090270996,0.0
0,25434,31,12.30781364440918,2.0
0,37072,32,12.305994033813477,0.0
0,29746,33,12.195804595947266,2.0
0,7506,34,12.179527282714844,0.0
0,31159,35,11.890748977661133,0.0
0,22390,36,11.859485626220703,2.0
0,31157,37,11.850004196166992,0.0
0,27541,38,11.585660934448242,2.0
0,209,39,11.554698944091797,1.0
0,2187,40,11.533838272094727,1.0
0,40996,41,11.451032638549805,1.0
0,16301,42,11.450667381286621,1.0
0,40997,43,11.41469955444336,1.0
0,24007,44,11.387113571166992,1.0
0,6168,45,11.36662483215332,1.0
0,22391,46,11.36662483215332,2.0
0,6167,47,11.307120323181152,1.0
0,25433,48,11.307120323181152,2.0
0,24006,49,11.290610313415527,1.0
0,24008,50,11.290610313415527,1.0
0,24009,51,11.290610313415527,1.0
0,42928,52,11.265778541564941,2.0
0,27534,53,11.248261451721191,2.0
0,24010,54,11.206323623657227,1.0
0,33691,55,11.124472618103027,1.0
0,29132,56,11.014659881591797,1.0
0,18203,57,10.971495628356934,
0,33689,58,10.951582908630371,1.0
0,33690,59,10.951582908630371,1.0
0,11184,60,10.94582748413086,1.0
0,42931,61,10.908548355102539,2.0
0,1616,62,10.890457153320312,1.0
0,31556,63,10.862946510314941,1.0
0,4329,64,10.838844299316406,1.0
0,4330,65,10.838844299316406,1.0
0,2636,66,10.820900917053223,2.0
0,25132,67,10.820900917053223,1.0
0,5450,68,10.787810325622559,1.0
0,31555,69,10.785465240478516,1.0
0,19456,70,10.766282081604004,1.0
0,36887,71,10.746437072753906,
0,36892,72,10.737707138061523,1.0
0,22994,73,10.722039222717285,1.0
0,19170,74,10.691950798034668,0.0
0,18273,75,10.690292358398438,1.0
0,18276,76,10.671478271484375,1.0
0,36867,77,10.671086311340332,0.0
0,18272,78,10.66209888458252,1.0
0,18275,79,10.65273666381836,1.0
0,31311,80,10.64879035949707,
0,18274,81,10.643391609191895,1.0
0,18277,82,10.634064674377441,1.0
0,42329,83,10.629999160766602,1.0
0,18270,84,10.624755859375,1.0
0,6170,85,10.621747970581055,1.0
0,4034,86,10.61610221862793,1.0
0,42330,87,10.588520050048828,1.0
0,20026,88,10.573132514953613,2.0
0,36868,89,10.562840461730957,0.0
0,9234,90,10.560090065002441,1.0
0,19905,91,10.516735076904297,1.0
0,31557,92,10.47819709777832,1.0
0,27443,93,10.415453910827637,1.0
0,1197,94,10.31629467010498,2.0
0,28058,95,10.301074028015137,1.0
0,41156,96,10.177177429199219,2.0
