query_id,product_id,R0,R2,R3,R4,R5,R8,rank_min,rank_max,rank_span,rank_ratio,HitInstability@10,HitInstability@20,HitInstability@50
0,25434,68,68,62,68,25,69,25,69,44,2.76,False,False,True
0,42931,21,21,17,53,20,17,17,53,36,3.1176470588235294,False,True,True
0,2636,49,20,24,30,93,36,20,93,73,4.65,False,True,True
0,42923,3973,3461,4022,4000,3051,3639,3051,4022,971,1.3182563094067519,False,False,False
0,41156,123,146,61,101,116,130,61,146,85,2.3934426229508197,False,False,False
0,5936,3346,3324,3268,3319,3069,3333,3069,3346,277,1.090257412838058,False,False,False
0,22390,40,51,14,21,54,38,14,54,40,3.857142857142857,False,True,True
0,42929,25,23,19,23,8,13,8,25,17,3.125,True,True,False
0,42928,36,17,16,40,15,22,15,40,25,2.6666666666666665,False,True,False
0,25428,272,369,399,107,124,72,72,399,327,5.541666666666667,False,False,False
0,39428,30,29,20,22,18,31,18,31,13,1.7222222222222223,False,True,False
0,39429,5,4,8,5,7,7,4,8,4,2.0,False,False,False
0,25433,129,122,108,117,28,100,28,129,101,4.607142857142857,False,False,True
0,25432,54,59,23,50,29,47,23,59,36,2.5652173913043477,False,False,True
0,25431,2,2,2,2,3,1,1,3,2,3.0,False,False,False
0,27534,101,75,45,34,45,77,34,101,67,2.9705882352941178,False,False,True
0,36910,41,33,13,42,14,21,13,42,29,3.230769230769231,False,True,False
0,25429,118,833,154,62,446,149,62,833,771,13.435483870967742,False,False,False
0,2638,3114,3574,1283,1775,2720,2469,1283,3574,2291,2.7856586126266563,False,False,False
0,27541,23,19,40,20,12,24,12,40,28,3.3333333333333335,False,True,False
0,29746,50,47,34,17,58,42,17,58,41,3.411764705882353,False,True,True
0,29744,12,6,11,12,23,10,6,23,17,3.8333333333333335,True,True,False
0,20026,177,197,67,148,192,150,67,197,130,2.9402985074626864,False,False,False
0,22391,9,10,12,10,17,12,9,17,8,1.8888888888888888,True,False,False
0,7465,1,1,1,1,2,3,1,3,2,3.0,False,False,False
0,25427,1543,701,997,1432,221,1666,221,1666,1445,7.538461538461538,False,False,False
0,25426,39,52,41,33,33,32,32,52,20,1.625,False,False,True
0,1197,17,24,30,19,19,18,17,30,13,1.7647058823529411,False,True,False
0,15612,13,18,4,6,10,9,4,18,14,4.5,True,False,False
0,7468,15,7,6,13,1,6,1,15,14,15.0,True,False,False
0,25424,912,746,905,509,227,696,227,912,685,4.0176211453744495,False,False,False
0,25423,350,698,1254,310,1006,319,310,1254,944,4.04516129032258,False,False,False
0,39461,10,9,7,11,30,23,7,30,23,4.285714285714286,True,True,False
0,1198,32,36,46,25,11,15,11,46,35,4.181818181818182,False,True,False
0,7467,7,12,3,4,4,4,3,12,9,4.0,True,False,False
0,42927,75,133,56,137,159,56,56,159,103,2.8392857142857144,False,False,False
0,7466,4,11,5,3,5,5,3,11,8,3.6666666666666665,True,False,False
0,25425,1745,410,553,1013,501,926,410,1745,1335,4.2560975609756095,False,False,False
0,22389,31,27,39,32,35,46,27,46,19,1.7037037037037037,False,False,False
1,9929,210,225,252,217,159,271,159,271,112,1.7044025157232705,False,False,False
1,5235,1242,1327,844,1135,898,1154,844,1327,483,1.5722748815165877,False,False,False
1,37304,1150,1101,1134,1223,1017,1006,1006,1223,217,1.2157057654075547,False,False,False
1,25973,1158,1360,1059,1125,993,1240,993,1360,367,1.3695871097683787,False,False,False
1,16679,1473,1532,1523,1547,1204,1470,1204,1547,343,1.2848837209302326,False,False,False
1,29449,502,538,541,558,520,501,501,558,57,1.1137724550898203,False,False,False
1,33698,13,20,16,10,2,5,2,20,18,10.0,True,False,False
1,20054,1297,1081,1404,1367,741,1127,741,1404,663,1.894736842105263,False,False,False
2,4205,31,33,34,37,25,32,25,37,12,1.48,False,False,False
2,4202,82,94,94,77,81,85,77,94,17,1.2207792207792207,False,False,False
2,4204,83,89,76,85,80,90,76,90,14,1.1842105263157894,False,False,False
2,36622,13,7,6,6,6,5,5,13,8,2.6,True,False,False
2,29777,27,19,30,25,21,29,19,30,11,1.5789473684210527,False,True,False
2,40289,63,71,66,66,73,61,61,73,12,1.1967213114754098,False,False,False
2,10539,38,38,42,40,38,42,38,42,4,1.105263157894737,False,False,False
2,34445,76,68,78,90,65,55,55,90,35,1.6363636363636365,False,False,False
2,34736,3,3,3,2,3,2,2,3,1,1.5,False,False,False
2,10561,39,50,64,39,64,63,39,64,25,1.641025641025641,False,False,True
2,29152,43,42,40,42,45,37,37,45,8,1.2162162162162162,False,False,False
2,37068,46,46,38,35,52,49,35,52,17,1.4857142857142858,False,False,True
2,12969,185,199,201,193,188,186,185,201,16,1.0864864864864865,False,False,False
2,27516,110,101,88,98,112,103,88,112,24,1.2727272727272727,False,False,False
2,32603,44,59,82,45,67,59,44,82,38,1.8636363636363635,False,False,True
2,14034,68,54,52,67,75,68,52,75,23,1.4423076923076923,False,False,False
2,36630,4,4,2,3,2,3,2,4,2,2.0,False,False,False
2,36533,18,12,7,16,5,8,5,18,13,3.6,True,False,False
2,36534,21,22,18,21,13,16,13,22,9,1.6923076923076923,False,True,False
2,36631,9,8,4,7,7,6,4,9,5,2.25,False,False,False
2,36633,19,6,9,19,15,13,6,19,13,3.1666666666666665,True,False,False
2,38581,55,63,56,55,48,57,48,63,15,1.3125,False,False,True
2,38582,121,129,122,120,116,125,116,129,13,1.1120689655172413,False,False,False
2,24095,60,57,63,64,46,46,46,64,18,1.391304347826087,False,False,True
2,21072,36,32,19,36,35,31,19,36,17,1.894736842105263,False,True,False
2,20976,102,108,107,107,71,72,71,108,37,1.5211267605633803,False,False,False
2,27508,103,76,62,106,100,108,62,108,46,1.7419354838709677,False,False,False
2,27509,74,69,46,65,92,80,46,92,46,2.0,False,False,True
2,27510,62,60,49,53,86,71,49,86,37,1.7551020408163265,False,False,True
2,27511,70,73,61,62,69,70,61,73,12,1.1967213114754098,False,False,False
2,9569,163,316,196,164,152,168,152,316,164,2.0789473684210527,False,False,False
2,34948,768,1557,1376,1066,5824,1933,768,5824,5056,7.583333333333333,False,False,False
2,20665,91,82,75,97,93,95,75,97,22,1.2933333333333332,False,False,False
