query_id,product_id,rank,score,grade
0,25431,1,0.6798552870750427,2.0
0,7465,2,0.6396520137786865,2.0
0,39429,3,0.5934200882911682,2.0
0,7468,4,0.575822114944458,2.0
0,25426,5,0.573684573173523,2.0
0,27541,6,0.5710856318473816,2.0
0,7467,7,0.5708627104759216,2.0
0,22389,8,0.5699167251586914,2.0
0,1197,9,0.5698142051696777,2.0
0,1198,10,0.5691059827804565,2.0
0,36889,11,0.5655041933059692,0.0
0,36862,12,0.565295934677124,
0,7466,13,0.5648666620254517,2.0
0,42929,14,0.5624895691871643,2.0
0,42928,15,0.5617998838424683,2.0
0,22391,16,0.5610405802726746,2.0
0,5298,17,0.5597069263458252,1.0
0,36894,18,0.5587992668151855,1.0
0,14579,19,0.5535954833030701,1.0
0,8384,20,0.5531530380249023,
0,22900,21,0.5531359910964966,
0,14643,22,0.5468913316726685,
0,2497,23,0.5460888743400574,1.0
0,42931,24,0.5460677146911621,2.0
0,37930,25,0.545915424823761,1.0
0,18631,26,0.5455939769744873,1.0
0,36910,27,0.5455309152603149,2.0
0,35365,28,0.5443506836891174,1.0
0,18211,29,0.5433103442192078,0.0
0,7506,30,0.5429140329360962,0.0
0,5261,31,0.5422372817993164,1.0
0,37555,32,0.5414307117462158,1.0
0,23874,33,0.5413450002670288,1.0
0,30377,34,0.5408291816711426,1.0
0,40588,35,0.5399273037910461,1.0
0,37310,36,0.5398361086845398,
0,15449,37,0.5394527316093445,1.0
0,37814,38,0.539170503616333,1.0
0,36446,39,0.5391157269477844,
0,1879,40,0.5390703082084656,
0,7156,41,0.538992166519165,
0,37927,42,0.5387415885925293,1.0
0,22923,43,0.5384108424186707,1.0
0,4938,44,0.5382339358329773,1.0
0,15612,45,0.5377580523490906,2.0
0,36211,46,0.5376858711242676,
0,36895,47,0.5370062589645386,1.0
0,29546,48,0.5367366075515747,
0,1199,49,0.5361233353614807,1.0
0,27998,50,0.5359848141670227,
0,41665,51,0.5359424352645874,1.0
0,30418,52,0.5358842611312866,1.0
0,14667,53,0.5356634855270386,1.0
0,2565,54,0.535347580909729,
0,29512,55,0.5353438854217529,1.0
0,25433,56,0.5350630283355713,2.0
0,24288,57,0.5347921848297119,
0,2932,58,0.5343217849731445,1.0
0,39428,59,0.5342872142791748,2.0
0,32571,60,0.5341770052909851,1.0
0,40544,61,0.5339482426643372,1.0
0,21146,62,0.533888578414917,1.0
0,29632,63,0.5338757634162903,1.0
0,27037,64,0.5335541367530823,1.0
0,25428,65,0.5333089828491211,2.0
0,24010,66,0.533207893371582,1.0
0,39666,67,0.5330459475517273,
0,5423,68,0.5329734086990356,
0,25571,69,0.5326818823814392,
0,16689,70,0.5324772596359253,1.0
0,4017,71,0.5316659212112427,
0,15480,72,0.5315018892288208,1.0
0,5610,73,0.5314837694168091,1.0
0,22394,74,0.5312501788139343,0.0
0,7952,75,0.5312222838401794,1.0
0,34545,76,0.5311859846115112,1.0
0,17087,77,0.530853271484375,1.0
0,16666,78,0.5306117534637451,1.0
0,42927,79,0.5304523706436157,2.0
0,28467,80,0.5299330949783325,1.0
0,28248,81,0.5294950604438782,1.0
0,1149,82,0.5294570326805115,1.0
0,25434,83,0.52918541431427,2.0
0,1116,84,0.528650164604187,
0,12407,85,0.5285248756408691,1.0
0,16517,86,0.5282548666000366,1.0
0,1532,87,0.5282108187675476,
0,18223,88,0.5278613567352295,1.0
0,38288,89,0.5274987816810608,1.0
0,13748,90,0.5274856090545654,
0,4060,91,0.5271771550178528,1.0
0,64,92,0.527169942855835,
0,5555,93,0.5270677804946899,1.0
0,33678,94,0.5270117521286011,
0,40707,95,0.5268426537513733,
0,28194,96,0.5264710783958435,
0,12525,97,0.5263500213623047,1.0
0,29628,98,0.5260108709335327,1.0
0,29489,99,0.525917112827301,1.0
0,40705,100,0.5258918404579163,
1,20331,1,0.7140857577323914,1.0
1,5803,2,0.7088392972946167,1.0
1,29435,3,0.6978597640991211,1.0
1,38258,4,0.6963355541229248,1.0
1,14517,5,0.6954728960990906,1.0
1,24640,6,0.6935663223266602,1.0
1,18422,7,0.691213846206665,1.0
1,25243,8,0.690993070602417,1.0
1,39740,9,0.6865013837814331,1.0
1,19924,10,0.6858822107315063,1.0
1,22677,11,0.6858143210411072,1.0
1,38257,12,0.6830763816833496,1.0
1,17112,13,0.6824674010276794,1.0
1,22359,14,0.6813436150550842,1.0
1,14518,15,0.6813366413116455,1.0
1,41285,16,0.679387092590332,1.0
1,4312,17,0.6785455942153931,1.0
1,9911,18,0.6784021854400635,1.0
1,40400,19,0.6780218482017517,1.0
1,39617,20,0.677920937538147,1.0
1,37344,21,0.6772523522377014,1.0
1,37558,22,0.6769875884056091,1.0
1,16602,23,0.6767810583114624,1.0
1,41310,24,0.676241934299469,1.0
1,16828,25,0.6734543442726135,1.0
1,42341,26,0.6732903718948364,1.0
1,5422,27,0.6729813814163208,1.0
1,2810,28,0.6719957590103149,1.0
1,41309,29,0.671546459197998,1.0
1,33698,30,0.6714919805526733,2.0
1,25840,31,0.6709791421890259,
1,38873,32,0.6705616116523743,1.0
1,6271,33,0.6704979538917542,1.0
1,19227,34,0.6701474189758301,1.0
1,34212,35,0.6697661876678467,1.0
1,14539,36,0.6695336699485779,1.0
1,20361,37,0.6687195301055908,1.0
1,33417,38,0.6684850454330444,1.0
1,13738,39,0.668323814868927,1.0
1,31057,40,0.6677186489105225,1.0
1,34211,41,0.6675519943237305,1.0
1,38250,42,0.6667495369911194,1.0
1,25608,43,0.6666592955589294,1.0
1,25719,44,0.6665534377098083,1.0
1,26805,45,0.6663960218429565,1.0
1,31404,46,0.6661486625671387,1.0
1,1434,47,0.6657698750495911,1.0
1,9323,48,0.6657230257987976,1.0
1,13739,49,0.664961040019989,1.0
1,38681,50,0.664501965045929,1.0
1,41332,51,0.6639400720596313,1.0
1,20513,52,0.6638630032539368,1.0
1,25849,53,0.6629748344421387,1.0
1,29297,54,0.662941575050354,1.0
1,13736,55,0.6628907918930054,1.0
1,1396,56,0.6627358198165894,1.0
1,22673,57,0.6627283096313477,1.0
1,31058,58,0.6610777974128723,1.0
1,30801,59,0.6610714793205261,1.0
1,17483,60,0.6607996225357056,1.0
1,2460,61,0.6607938408851624,1.0
1,8417,62,0.6606565713882446,1.0
1,13713,63,0.6605967283248901,1.0
1,42263,64,0.6605912446975708,1.0
1,7472,65,0.6603378653526306,1.0
1,39954,66,0.6601054668426514,1.0
1,28094,67,0.6598002314567566,1.0
1,35129,68,0.6596214175224304,1.0
1,36381,69,0.6595699191093445,1.0
1,11288,70,0.6595258116722107,1.0
1,4483,71,0.6590162515640259,1.0
1,38999,72,0.6585663557052612,1.0
1,5138,73,0.6583170294761658,1.0
1,19886,74,0.6578801870346069,1.0
1,17113,75,0.6575967669487,1.0
1,10356,76,0.6571647524833679,1.0
1,13556,77,0.6569961309432983,1.0
1,41341,78,0.6566641926765442,1.0
1,34239,79,0.656644344329834,1.0
1,23893,80,0.6565514206886292,1.0
1,20877,81,0.656191885471344,1.0
1,22671,82,0.6561095118522644,1.0
1,29373,83,0.6560509204864502,1.0
1,29984,84,0.6558318138122559,1.0
1,5713,85,0.6554989218711853,1.0
1,18516,86,0.655302882194519,1.0
1,5829,87,0.6544710397720337,1.0
1,5376,88,0.6543821096420288,1.0
1,22676,89,0.6542041897773743,1.0
1,16818,90,0.6539522409439087,1.0
1,14259,91,0.6537072062492371,1.0
1,40688,92,0.6535747051239014,1.0
1,24271,93,0.6533150672912598,1.0
1,32246,94,0.6531808972358704,1.0
1,38854,95,0.6530592441558838,1.0
1,29365,96,0.652519166469574,1.0
1,13533,97,0.6523246169090271,1.0
1,30037,98,0.6520487070083618,1.0
1,19897,99,0.6518932580947876,1.0
1,35910,100,0.6512742638587952,1.0
2,36622,1,0.5490559935569763,2.0
2,34734,2,0.5488702058792114,2.0
2,34735,3,0.5486982464790344,2.0
2,34736,4,0.5302664637565613,2.0
2,36621,5,0.5248513221740723,2.0
2,36620,6,0.5215129256248474,2.0
2,620,7,0.5212866067886353,2.0
2,36630,8,0.5103641748428345,2.0
2,36533,9,0.5083879232406616,2.0
